'Tis the Damn Season, Taylor Swift
﻿(Under The) Heavy Sun, Daniel Lanois
1 x 1, Cold War Kids
1000 Hands (Come Up), Jon Anderson
12.38, Childish Gambino
2020 Riots: How Many Times, Trey Songz
21 Years, tobyMac
21st Century USA, Drive-By Truckers
23, Burna Boy
24, Money Man
24 Hours, Georgia
3 Headed Goat, Lil Durk
3 Hour Drive, Alicia Keys
30, Badflower
34+35, Ariana Grande
3AM, Halsey
6 Rings, Bad Bunny
7 Summers, Morgan Wallen
7500 OBO, Tim McGraw
808, Da Beatfreakz
911, Lady Gaga
929, Halsey
@ Meh, Playboi Carti
A Ghost, Travis
A Hero's Death, Fontaines D.C.
A Little Bit Off, Five Finger Death Punch
A Little Love, Celeste
A Million Hearts, Travis
A Rock, Hardy
ABBY, Travis Denning
Acting Like That, Yungblud
Activate, Jon Anderson
After A Few, Travis Denning
After Hours, The Weeknd
Afterglow, Ed Sheeran
Aim For The Moon, Pop Smoke
Ain't It Different, Headie One
Airplane Mode, Nines
Alexa Bliss, Bowling for Soup
Alexandra, Laura Marling
Alfred's Theme, Eminem
Alice, Lady Gaga
All Fall Down, Travis
All I Want to Hear You Say , Sea Girls
All In, Lil Baby
All Night, Brothers Osborne
All You're Dreaming Of, Liam Gallagher
Almost Maybes, Jordan Davis
Alone Again, The Weeknd
"Alone, Omen 3", King Krule
Always You, Louis Tomlinson
Am I Missing Something?, Jarvis Cocker
America, Sufjan Stevens
American Reckoning, Bon Jovi
American Silence, Chris Pierce
American Sunset, Bruce Sudano
Amongst the Shadows & the Stones, Trivium
Anagnorisis, Asaf Avidan
Angels & Demons, Jxdn
Angels Like You, Miley Cyrus
Another Hit of Showmanship, The Struts
Antisocialist, Asking Alexandria
Anyone, Demi Lovato
Anyone But Me, Joy Crookes
Anything For You, Ledisi
Apricots, Bicep
Are We Alright Again, Eels
Are We Just People," Robin Trower, Maxi Priest, Livingstone Brown"
Are You Even Real?, James Blake
Aries, Gorillaz
Arkansas, Chris Stapleton
As I Walked Out, Van Morrison
At The Door, The Strokes
Atlas Falls, Shinedown
August, Taylor Swift
Available, Justin Bieber
Awake My Soul, Hillsong Worship
B.I.T.C.H, Megan Thee Stallion
B.S., Jhené Aiko
Baby It's You, London Grammar
Baby Pluto, Lil Uzi Vert
"Baby, I'm Jealous", Bebe Rexha
Babylon, Lady Gaga
Back Home, Trey Songz
Back In Blood, Pooh Shiesty
Back To The Streets, Saweetie
Bad Child, Tones and I
Bad Energy, Juice WRLD
Bad Friend, Rina Sawayama
Bad Habits, Usher
Bad Mother Trucker, Eric Church
Bad News, Kehlani
Bang!, AJR
Banks, Needtobreathe
Banksters, EOB
Barcelona, Twin Atlantic
Battle Belongs, Phil Wickham
Be A Light, Thomas Rhett
Be Afraid, Jason Isbell
Be Happy, Dixie D'Amelio
Be Kind, Marshmello
Be Like That, Kane Brown
Bean (Kobe), Lil Uzi Vert
Beat Box, SpotEmGottem
Beautiful & Brutal, Plested
Beautiful Stephen, Rolling Blackouts Coastal Fever
Beautiful Trip, Kid Cudi
Beers and Sunshine, Darius Rucker
Beginning Middle End, Leah Nobel
Believe, Meek Mill
Believe It, PartyNextDoor
Best On Earth, Russ
Bet You Wanna, BlackPink
Better, Zayn
Better Angels, Tori Amos
Better Days, OneRepublic
Better Days, Ant Clemons
Better Off Without You, Becky Hill
Better Than Me, Riley Green
Better Than We Found It, Maren Morris
Betty, Taylor Swift
Between Me And The End Of The World, Adam Hambrick
BFE, Kane Brown
Big Black Train, Lucinda Williams
Big Conspiracy, J Hus
Billy Joel, AJ Smith
Birthday, Anne-Marie
Birthday, Disclosure
Black And White, Niall Horan
Black Dog, Arlo Parks
Black Eyes Blue, Corey Taylor
Black Like Me, Mickey Guyton
Black Lipstick, Powerman 5000
Black Lungs, Architects
Black Magic, Jonasu
Black Parade, Beyoncé
Black Rider, Bob Dylan
Black Swan, BTS
Blastoff, Internet Money
Block Your Number, Maude Latour
Blood On My Jeans , Juice WRLD
Blood River, Bush
Bloody Valentine, Machine Gun Kelly
Blowback, The Killers
Blue & Grey, BTS
Blue World, Mac Miller
Blueberry Eyes, Max
Blueberry Faygo, Lil Mosey
Body, Megan Thee Stallion
Boots, Hardy
Born Here Live Here Die Here, Luke Bryan
Born To Be Free, Van Morrison
Boss Bitch, Doja Cat
Bow, Sault
Boyfriend, Mabel
Boyfriend, Selena Gomez
Boyfriend, Hardy
Boys Will Be Boys, Dua Lipa
Brasil, EOB
Break My Heart, Dua Lipa
Break Up Song, Little Mix
Breaking Up Was Easy In The 90s, Sam Hunt
Breathe Again, Pop Evil
Breathe Deeper, Tame Impala
Brick By Brick, American Authors
Brightest Blue, Ellie Goulding
"Broken Dreams, Inc.", Rise Against
Brooklyn Bridge to Chorus, The Strokes
Bubbles, Nikki Yanofsky
Build A Fire, Patty Smyth
Build Me A Daddy, Luke Bryan
Bummerland , AJR
Burning, GRM Daily
Buss It, Erica Banks
Butterflies, Travis
Cage Fighter, Two
Call Him, Noah Cunane
Call Me, Carly Pearce
Camel Crew, Sports Team
Cameo, Rolling Blackouts Coastal Fever
Can I, Kehlani
Can I Believe You, Fleet Foxes
Can't Be Happy All The Time, Tones and I
Canceled, Larray
Cap, KSI
Cardigan, Taylor Swift
Care, Beabadoobee
Caroline, Arlo Parks
Carousels, Doves
Carried Me With You, Brandi Carlile
Catastrophist, Trivium
Caution, The Killers
Cayendo, Frank Ocean
Ceremony, Deftones
Champagne Night, Lady A
Champagne Problems, Taylor Swift
Change Your Mind, Keith Urban
Changes, Lauv
Changes, Justin Bieber
Charlie Patton Highway (Turn It Up - Part 1), Robert Plant
Chase, Analog Players Society
Chasing (Demo), NF
Check Your Phone, Cheap Cuts
Checkmate, Lamb Of God
Chew On My Heart, James Bay
Chicago Freestyle, Drake
Children of the Next Level, Testament
Chinatown, Bleachers
Chingy (It's Whatever), Digga D
Christmas Is, Dolly Parton
Chromatica I, Lady Gaga
Chrome Heart Tags, Lil Uzi Vert
Church In A Chevy, Jordan Davis
Cinnamon, Hayley Williams
Circle The Drain, Machine Head
Circles, Mac Miller
Classic, Cam
Cloak Of The Night, EOB
Close To Me, Ashley Riley
Closure, Raphaella
Closure, Taylor Swift
Cloud 9, Beach Bunny
CMFT Must Be Stopped, Corey Taylor
Coco, 24kGoldn
Cold As You, Luke Combs
Cold Beer Calling My Name, Jameson Rodgers
Come & Go, Juice WRLD
Come All Ye Faithful, The Psychedelic Furs
Come Along And Say You Will, Neil Young
Come Around Me, Justin Bieber
Come On Out, The Airborne Toxic Event
Come Over, Rudimental
Come Over, Jorja Smith
Comet Song, Bright Eyes
Comin' Over Here, Asian Dub Foundation
Commander In Chief, Demi Lovato
Commercial, Lil Baby
Computer Of Love, Aaron Lee Tasjan
Coney Island, Taylor Swift
Confetti, Little Mix
Conversations, Juice WRLD
Conversations in the Dark, John Legend
Cool Again, Kane Brown
Cowboy Like Me, Taylor Swift
Crazy Days, The Shires
Crazy For You Tonight, Kip Moore
Crazyland , Eric Church
Creek Don't Rise, Payton Smith
Crossing The Rubicon, Bob Dylan
Crowd My Mind, Brett Eldredge
Crowlink, Shirley Collins
Cry Baby, Megan Thee Stallion
"Cuddle Up, Cozy Down Christmas", Dolly Parton
Cut You Off, Selena Gomez
D4L Freestyle, Drake
Daisies, Katy Perry
Daisy, Ashnikko
Dakati, Bad Bunny
Damage, H.E.R.
Dance Again, Selena Gomez
Dance Of The Clairvoyants, Pearl Jam
Dangerous, Seether
Darkness, Eminem
Darkness Settles In, Five Finger Death Punch
Dead Celebrities, Easy Life
Dead Horse, Hayley Williams
Dead Man Walking, Skillet
Dead Out Of Love, Betty Moon
Dead Weight, PVRIS
Deal Wiv It, Mura Masa
Dear Patience, Niall Horan
Deep Deep Feeling, Paul McCartney
Deep Pockets, Drake
Deep Reverence, Big Sean
Defender, August Burns Red
Delete Forever, Grimes
Deliberate Self-harm Ha Ha, Of Montreal
Demons, Drake
Desires, Drake and Future
Detours, Jordan Davis
Devils And Angels (Hatred), Rufus Wainwright
Diamonds, Sam Smith
Did It For Nothing, Betty Moon
Didn't I, OneRepublic
Dinner Guest, AJ Tracey
Dinosaurs On The Mountain, The Flaming Lips
Distance, Mammoth WVH
Do It, Chloe x Halle
Do What You Can, Bon Jovi
Do You Really Wanna Know?, Sea Girls
Dog Eat Dog, The Big Moon
Doing Life With Me, Eric Church
Dollaz on My Head, Gunna
Don't Believe, The Psychedelic Furs
Don't Cry, Bugzy Malone
Don't Give Up, Alice Cooper
Don't Go Changing, Kip Moore
Don't Let the Old Man In, Willie Nelson
Don't Slack, Justin Timberlake
Don't Stop, Oasis
Don't Stop, Megan Thee Stallion
Don't Stop Me Eatin', LadBaby
Don't Wanna, Haim
Don't Worry, The 1975
Donda, Kanye West
Dorothea, Taylor Swift
Down Past The Bottom, Lucinda Williams
Down To One, Luke Bryan
Downhill From Everywhere, Jackson Browne
Drankin N Smokin, Future and Lil Uzi Vert
Dreamsicle, Jason Isbell
Drinkin' Beer. Talkin' God. Amen, Chase Rice
Drown, Lecrae
Dust, Oh Wonder
Dying Breed, The Killers
Dynamite, BTS
Désolé, Gorillaz
Early Morning Madness, Rufus Wainwright
Earth Odyssey, Asaf Avidan
Easy, Troye Sivan
Eat Me, Ozzy Osbourne
Ecstasy, Disclosure
Edendale, David Haerle
Edie, James Righton
Ego Death, Ty Dolla $ign
Eleven, Khalid
Emerald City, Luluc
Emotionally Scarred, Lil Baby
Energy, Disclosure
Enigma, Lady Gaga
Entanglements, August Alsina
Entrepreneur, Pharrell Williams
Epiphany, Taylor Swift
Equanimity, Paul Weller
Escape From L.A., The Weeknd
Essence, Wizkid
Evermore, Taylor Swift
Every Day Is Not A Party, Tim Higgins
Everything Else Has Gone Wrong, Bombay Bicycle Club
Everything Has Changed, Best Coast
Exile, Taylor Swift
Faith, The Weeknd
Faith Healer, Julien Baker
Fake Friends, PS1
Fallen Torches, Mastodon
Fallin', Why Don't We
False Prophet, Bob Dylan
Famous, Octavian
Famous Friends, Chris Young
Father Daughter Dance, Kesha
Favorite Place, All Time Low
Favorite Time of Year, Carrie Underwood
Featherweight, Fleet Foxes
Feel Me, Selena Gomez
Feel You, My Morning Jacket
Feelin' Me, Jason Taylor
Fell In Love With The City, Another Sky
Ferrari Horses, D-Block Europe
Fetch The Bolt Cutters, Fiona Apple
Fever, Dua Lipa
Find My Way, DaBaby
Find My Way, Paul McCartney
Finish Your Sentences, Carly Pearce
Fire, Waxahatchee
Fire And Flame, Kip Moore
Five More Minutes, Jonas Brothers
Flex, Polo G
Florida, Neil Young
Flowers Of Neptune 6, The Flaming Lips
Flowers On A Grave, Bush
Follow Me, Vala
Footprints on the Moon, Gabby Barrett
For The Night, Pop Smoke
For The Sake Of Humanity, Bruce Sudano
For You, Laura Marling
Forever, Justin Bieber
Forever After All, Luke Combs
Forget, Nikki Yanofsky
Forget Me Too, Machine Gun Kelly
Forgive Me, Chloe x Halle
Fortune, Laura Marling
Four Notes - Paul's Tune, Paul Harvey
Franchise, Travis Scott
Free Woman, Lady Gaga
Freedom, Gangstagrass
Freedom Was A Highway, Jimmie Allen
Friday Night Cypher, Big Sean
From Florida with Love, Drake
Fun Tonight, Lady Gaga
Gabrielle, Brett Eldredge
Garden Song, Phoebe Bridgers
Gaslight, TRISHES
Gaslighter, The Chicks
Gasoline, Haim
Genesis (N)one, Misty Boyce
Genocidal Humanoidz, System Of A Down
Geography, Emily Barker
Get God's Attention By Being An Atheist, Of Montreal
Get Me, Justin Bieber
Get Out My Head, Shane Codd
Getaway Car, Granville Automatic
Ghosts, Bruce Springsteen
Giants, Dermot Kennedy
Gimme Love, Joji
Girl Like Me, The Black Eyed Peas
Girlfriend, Charlie Puth
Girls In The Hood, Megan Thee Stallion
Give Heaven Some Hell, Hardy
Gnat, Eminem
Go Crazy, Chris Brown
Go Do That With Sharon, David Haerle
Go!, The Kid Laroi
