(I'm Gonna) Love Me Again, Elton John
"1, 2 Many", Luke Combs
10 Commandments, The Specials
"10,000 Hours", Dan + Shay
100 Bad Days, AJR
1000 Nights, Ed Sheeran
11 Minutes, Halsey
123456, Fitz and the Tantrums
13th Century Metal, Brittany Howard
16, Highly Suspect
18hunna, Headie One
2 Places, Tori Kelly
2021, Vampire Weekend
2099, Charli XCX
21st Century Honky Tonk American Band , Midland
223's, YNW Melly
25, The Amazons
333, Hellyeah
365, Katy Perry
45 (A Matter of Time), Sum 41
47, Sidhu Moose Wala
555, Jimmy Eat World
7 Minutes, Dean Lewis
7empest, Tool
8, Billie Eilish
90 Days, Pink
92, Payton Smith
A Bath Full of Ecstasy, Hot Chip
A Boy Is a Gun," Tyler, the Creator"
A Lot's Gonna Change, Weyes Blood
A Safe Place to Land, Sara Bareilles
A Thousand Bad Times, Post Malone
About You, Fletcher
Action, Don Broco
Adore You, Harry Styles
Aeroplane, Jessica Pratt
Afterglow, Taylor Swift
Afterlife, Hailee Steinfeld
Ahimsa, U2
Ah_ Est_s T_, Luis Fonsi
Ain't Always the Cowboy, Jon Pardi
Ain't Nothin' to It, Cody Johnson
Alive, Big Daddy Weave
All Day and Night, Jax Jones
All Day Long, Chance the Rapper
All I Ever Wanted, Fredo
All I Want, Olivia Rodrigo
All Is Found, Evan Rachel Wood
All My Friends, Busted
All of Me, Kehlani
All Of Our Yesterdays, Mac DeMarco
All Over Now, The Cranberries
All That Matters, Tom Walker
All the Good Girls Go to Hell, Billie Eilish
All the Time , Zara Larsson
All The Way (Stay), Jimmy Eat World
All The Ways, Meghan Trainor
All This Music Must Fade, The Who
Allergic, Post Malone
Alligator, Of Monsters and Men
Almeda, Solange
Almost, Thomas Rhett
Almost (Sweet Music), Hozier
Almost Home, MercyMe
America (You're Freaking Me Out), The Menzingers
American Canyon Sutra, Cass McCombs
Animal, Aurora
Anna, The Menzingers
Another Place, Bastille
Anti-Lullaby, Karen O
Antisocial, Ed Sheeran
Anxiety, Julia Michaels
April In Houston, SWMRS
Arabesque, Coldplay
Arcade, Duncan Laurence
Are U Gonna Tell Her?, Tove Lo
As You Find Me, Hillsong United
Assassin, Au/Ra
Astronaut In The Ocean, Masked Wolf
At Wit's End, Dream Theater
Audacity, Stormzy
Aute Cuture, Rosalia
Autumn Leaves, The Goo Goo Dolls
Babushka Boi, A$AP Rocky
Baby, Lil Baby and DaBaby
Back In The Day, Howie D
Bad As The Boys , Tove Lo
Bad Bad Bad, Young Thug
Bad Behaviour, Mabel
Bad Boy, Brantley Gilbert
Bad Dance, Sleater-Kinney
Bad Decisions, Bastille
Bad Guy, Billie Eilish
Bad Idea, Ariana Grande
Bad Idea, Cordae
Bad Mistakes, Hollis Brown
Bad Sharon, Robbie Williams
Bad To You, Ariana Grande
Bad Vibes, K.Flay
Badbea, Edwyn Collins
Ballin', Mustard
Bandit, Juice WRLD
Bang Bang, The Avett Brothers
Barefoot In The Park, James Blake
Barstool Warrior, Dream Theater
Batuka, Madonna
Be Honest, Jorja Smith
Be Nice, The Black Eyed Peas
Be Patient With My Love, Lady A
Beads On One String, The Who
Beautiful Ghosts, Taylor Swift
Beautiful Lies, Jana Kramer
Beautiful Life, Cold
Beautiful Madness, Robbie Robertson
Beautiful People, Ed Sheeran
Beauty Marks, Ciara
Beer Can't Fix, Thomas Rhett
Beer Never Broke My Heart, Luke Combs
Beers To Catch Up On, LoCash
Before You Go, Lewis Capaldi
Beginning Of The End, Weezer
Best Part of Me, Ed Sheeran
Better Half Of Me, Tom Walker
Better Human, Cold
Better in Color, Lizzo
Better Luck Next Time, Kelsea Ballerini
Better Man, Westlife
Better Together, Luke Combs
Bettin' Man, Riley Green
Bezerk, Big Sean
Big Booty, Gucci Mane
"Big, Big Plans", Chris Lane
Bigger, Beyonc_
Bigger Than Us, Michael Rice
Birdie, Avril Lavigne
Birth of Violence, Chelsea Wolfe
Black, Dave
Blame It On My Youth, blink-182
Blame It On You, Jason Aldean
Blame It on Your Love , Charli XCX
Blessing I Can't See, Building 429
Blessings, Tom Walker
Blessings, Florida Georgia Line
Blind Leading The Blind, Mumford & Sons
Blinding Lights, The Weeknd
Bloodless, Andrew Bird
Bloodline, Ariana Grande
Blow, Ed Sheeran
Blow Me, The Used
Bluebird, Miranda Lambert
Boasty, Wiley
Bob Dylan, Fall Out Boy
Body, Julia Jacklin
Bohemian Trapsody, Logic
BOOM, X Ambassadors
Bop, DaBaby
Borderline, Tame Impala
Bored and Razed, The Raconteurs
Both, Headie One
Bounce Back, Little Mix
Boy and a Man, AJ McLean
Boy With Luv, BTS
Boyfriend, Ariana Grande
Boys In The Better Land, Fontaines D.C.
Brand New Numb, Motionless in White
Break it In, Eli Young Band
Break The News, The Who
"Break Up With Your Girlfriend, I'm Bored ", Ariana Grande
Breaking Me, Topic
Breaks Down, Brantley Gilbert
Bring My Flowers Now, Tanya Tucker
Broken, Sleater-Kinney
Broski, Krept & Konan
Brothers, LoCash
Brothers, Kanye West
Brown Skin Girl, Beyonc_
Bullet From A Gun , Skepta
Bullet Holes, Bush
Burnt the Sawmill Down, Aaron Lewis
Bury A Friend, Billie Eilish
Business Dinners, Sigrid
Buss Down, Aitch
Butterfly Doors, Lil Pump
Buy My Own Drinks, Runaway June
By Blood , Shovels & Rope
Byzantine, Weezer
C7osure (You Like), Lil Nas X
California Halo Blue, Awolnation
Call Me Country, Jon Pardi
Call You Mine, The Chainsmokers
Callaita, Bad Bunny
Camelot, NLE Choppa
Can You Hear Me, Korn
Can't Believe The Way We Flow, James Blake
Can't Help Me Now, Rob Thomas
Can't Hide Red, Florida Georgia Line
Can't Hold We Down, Kano
Can't Knock the Hustle, Weezer
Can't Say I Ain't Country, Florida Georgia Line
Candy Choppa, Warren Hue
Carry On, Kygo
Carry The Weight, We Came as Romans
Cash S---, Megan Thee Stallion
Castles, Freya Ridings
Cat Pack, AJ Tracey
Catching Fire, Sum 41
Catfish Kate, Pixies
Cellophane, FKA Twigs
Cells, The Damned Things
Center Point Road, Thomas Rhett
Champion Of The World, Coldplay
Chaos from the Top Down, Stereophonics
Chasin' Me, Caroline Jones
Cheatin' Songs, Midland
Cheating On You, Charlie Puth
Chemical, Beck
Cherry, Harry Styles
Chicken Noodle Soup, J-Hope
China, Anuel AA
Choo Choo , Mac DeMarco
Christmas In The Country, Thomas Rhett
Christmas Tree Farm, Taylor Swift
Cinnamon Girl, Lana Del Rey
Circles, Post Malone
City Of Angels, 24kGoldn
Clementine, Halsey
Clickbait, Logic
Closed On Sunday, Kanye West
Clout, Offset
Club, Kelsea Ballerini
Cold, Korn
Cold, James Blunt
Cold Outside, Duff McKagan
Colorado, Florida Georgia Line
Colors, Black Pumas
Colourblind, Tones and I
Come For Me, Sunflower Bean
Come For Me, New Years Day
Come Home, Anderson Paak
Come Midnight, Andrew Farriss
Come Thru, Summer Walker
Come Undone , Tove Lo
Comeback, Jonas Brothers
Common, Maren Morris
Complainer, Cold War Kids
Completely, Ledger
Con Altura, Rosalia
Confessions of a Dangerous Mind, Logic
Confetti, Gone West
Contaminated, Banks
Convention, Julia Jacklin
Cookie Butter, Kim Gordon
Cool, Jonas Brothers
Cool Anymore, Jordan Davis
Cornelia Street, Taylor Swift
Costa Rica, Dreamville
Crackin' Cold Ones With the Boys, The Cadillac Three
Cradles, Sub Urban
CrasH, ScHoolboy Q
Crave, Madonna
Criminal Energy, Jimmy Eat World
Cringe, Matt Maeson
Cross Me, Ed Sheeran
Cross Off, Mark Morton
Cross You Out, Charli XCX
Crowbar, Frank Carter & The Rattlesnakes
Crowded Table, The Highwomen
Crown, Stormzy
Cruel Summer, Taylor Swift
Crushed Up, Future
Cry Cry Cry, Coldplay
Cry For Me, Camila Cabello
Culling Voices, Tool
Da Da Dance, BABYMETAL
Daddy, Coldplay
Daily Battles, Thom Yorke
Daisy, Kate Davis
Damn, Jake Owen
Dance Monkey, Tones and I
Dancing With A Stranger, Sam Smith
Dark Ballet, Madonna
Dark Bars, Miranda Lambert
Dawn Chorus, Thom Yorke
Daylight, Taylor Swift
Dead End Kid, Robbie Robertson
Dead Man Walking, Jeremy Camp
Dear Future Self (Hands Up), Fall Out Boy
Dear Jean, Loyle Carner
Dear Rodeo, Cody Johnson
Dear Society, Madison Beer
Death Because Of Death, Slipknot
Death Bed, Powfu
Death by a Thousand Cuts, Taylor Swift
Death Horizon, Pixies
Death in Midsummer, Deerhunter
Death Stranding, Chvrches
Demonz (Interlude), Juice WRLD
Denver Haircut, The Hold Steady
Deranged for Rock & Roll, Chelsea Wolfe
Descending, Tool
Details, Billy Currington
Deutschland, Rammstein
Devil's Work, Joyner Lucas
Dexter & Sinister, Elbow
DHL, Frank Ocean
Diamond, Sarah Potenza
Diamonds, Megan Thee Stallion & Normani
Did It Again, Lil Tecca
Die For Me, Post Malone
Die From a Broken Heart, Maddie & Tae
Die To Live, Volbeat
Dionysus, BTS
Dior, Pop Smoke
Disaster, Dave
Disguise, Motionless in White
Distortion, BABYMETAL
Dive Bar, Garth Brooks
Do Me Right, Hollis Brown
Do Not Go Gentle Into That Good Night, Iggy Pop
Do You Remember , Chance the Rapper
Do You Remember Me, Santana
Does to Me, Luke Combs
Don't Blame It On Whiskey, Jon Pardi
Don't Bother Me, The Raconteurs
Don't Call Me Angel," Ariana Grande, Miley Cyrus and Lana Del Rey"
Don't Call Me Up, Mabel
Don't Check On Me, Chris Brown
Don't Do Me Wrong, Suzi Quatro
Don't Feel Like Crying, Sigrid
Don't Get Me Wrong, Lewis Capaldi
Don't Give Up on Me, Andy Grammer
Don't Let Her, Walker Hayes
Don't Miss It, James Blake
Don't Need Love, 220 Kid
Don't Pretend, Khalid
Don't Rush, Young T & Bugsey
Don't Start Now, Dua Lipa
Don't Threaten Me With a Good Time, Thomas Rhett
Done, Chris Janson
Doom Days, Bastille
Doubt It, The Amazons
Doubt Me Now, Cody Johnson
Down Bad, J. Cole
Down Like That, KSI
Downhill Lullaby, Sky Ferreira
Drama, Dave
Dream Glow, BTS
Dream You Never Had, Thomas Rhett
Dreamland, Pet Shop Boys
Drink All Day, Jake Owen
Drowning, Chris Young
Drug, Simple Creatures
Dumb Blonde, Avril Lavigne
Dylan Thomas, Better Oblivion Community Center
Eagle Birds, The Black Keys
Earfquake," Tyler, the Creator"
Earth, Lil Dicky
Earthquake, Sarah Potenza
Easier , 5 Seconds of Summer
Easy, Camila Cabello
Ei8ht Mile, DigDat
Eight Arms To Hold You, Al Stewart
Elephant, While She Sleeps
Empty, Juice WRLD
Enemies, Post Malone
Enzo, DJ Snake
Eternal Forward Motion, Employed To Serve
Evangeline, Randy Houser
Eve Of Destruction, The Chemical Brothers
Even Though I'm Leaving, Luke Combs
Everlasting Nothing, Beck
Every Girl in This Town, Trisha Yearwood
Every Hour, Kanye West
Every Little Honky Tonk Bar, George Strait
Every One Of Us, Rick Astley
Everybody Come Together, Natasha Bedingfield
Everyday Life, Coldplay
Everything He Needs, Carly Rae Jepsen
Everything I Wanted, Billie Eilish
Everything Is Falling Apart, Teenage Fanclub
Everything We Need, Kanye West
Everywhere But On, Matt Stell
Exits, Foals
Extreme Occident, Madonna
Face My Fears, Utada Hikaru
Faded By Design, Melissa Etheridge
Fades Away, Avicii
Faith, Bon Iver
Fake Smile, Ariana Grande
Fall Into The Light, Dream Theater
Falling, Harry Styles
Fallorun, Andrew Bird
False God, Taylor Swift
Fame Will Eat the Soul, Van Morrison
Familiar Drugs, Alexisonfire
Family Tree, Caylee Hammack
Far Away, Katherine Penfold
Faraway Look, Yola
Fashion Week, Steel Banglez
Fast, Juice WRLD
Father of 4, Offset
Father Of All..., Green Day
Favourites, The S.L.P.
Fear Inoculum, Tool
Fear No More, Building 429
Fear of Flying, Feeder
Fearless, The Goo Goo Dolls
Feb-17, Charli XCX
Feel, Duff McKagan
Feel Something, Adam Lambert
Feel Something, Bea Miller
Feelings, Lauv
Feels, Ed Sheeran
Finally // Beautiful Stranger, Halsey
