title,artist_x,artist_y,hit,collab
Hail To The King,Avenged Sevenfold,Avenged Sevenfold,1.0,0.0
Half Broke Horses,Jaida Dreyer,,0.0,0.0
Half Light,Wilkinson,,0.0,0.0
Hallelujah,Billy Currington,Billy Currington,1.0,0.0
Halloween Blues,The Fratellis,,0.0,0.0
Halo,Cage the Elephant,,0.0,0.0
Handyman Blues,Billy Bragg,,0.0,0.0
"Hang Me, Oh Hang Me",Oscar Isaac,,0.0,0.0
Hannah Hunt,Vampire Weekend,,0.0,0.0
Happens,Sampha,,0.0,0.0
Happily,One Direction,,0.0,0.0
Happy,Pharrell Williams,Pharrell Williams,1.0,0.0
Happy on the Hey Now (A Song For Kristi),Kenny Chesney,,0.0,0.0
Happy That You're Here,Rizzle Kicks,,0.0,0.0
Hard Out Here,Lily Allen,,0.0,0.0
Hard To Be A Hippie,Billy Currington,,0.0,0.0
Hard To Be Cool,Joe Nichols,,0.0,0.0
Hard To Love You,Stephen Dale Petit,,0.0,0.0
Hard Way To Make An Easy Living,Toby Keith,,0.0,0.0
Harvey Bodine,Brad Paisley,,0.0,0.0
Hate to See Your Heart Break,Paramore,,0.0,0.0
Hatfield or McCoy,Leslie West,,0.0,0.0
Haze,Device,,0.0,0.0
Headband,B.o.B,,0.0,0.0
Headlights,Eminem,Eminem Featuring Nate Ruess,1.0,1.0
Headphones,Nelly,,0.0,0.0
Heart Attack,Demi Lovato,Demi Lovato,1.0,0.0
Heart Attack,Enrique Iglesias,Enrique Iglesias,1.0,0.0
Heart Attack (Bang Bang Shake),Beware of Darkness,,0.0,0.0
Heart Of A Champion,RedFoo,,0.0,0.0
Heart of Nowhere,Noah and the Whale,,0.0,0.0
Heart Out,The 1975,,0.0,0.0
Heart Stops,AFI,,0.0,0.0
Heart To Heart,James Blunt,,0.0,0.0
Heart's Ease,Josh Ritter,,0.0,0.0
Heartbreak Road,Darius Rucker,,0.0,0.0
Heartbreak Story,The Wanted,,0.0,0.0
Heartbreaker,Justin Bieber,,0.0,0.0
Heartbreaks and Setbacks,Thundercat,,0.0,0.0
Hearts Go Crazy,Parachute,,0.0,0.0
Hearts Without Chains,Ellie Goulding,,0.0,0.0
Heat,David Bowie,David Bowie,0.0,0.0
Heaven,Depeche Mode,Depeche Mode,1.0,0.0
Heaven,Jay-Z,Jay-Z,1.0,0.0
Heaven,Nelly,Nelly,1.0,0.0
Heaven,Beyoncé,Beyoncé,1.0,0.0
Heaven in this Hell,Orianthi,,0.0,0.0
Heaven Knows,The Pretty Reckless,,0.0,0.0
Heaven Knows,Chase & Status,,0.0,0.0
Heaven on Earth,Boston,,0.0,0.0
Heaven Wait,White Lies,,0.0,0.0
Heaven's Afternoon,Wale,,0.0,0.0
Heavenfaced,The National,,0.0,0.0
Heavy Bells,J Roddy Walston & The Business,,0.0,0.0
Hee Haw,Joe Nichols,,0.0,0.0
Hel,Amon Amarth,,0.0,0.0
Hello,Lil Wayne,Lil Wayne,1.0,0.0
Hello Goodbye,Tyler Farr,,0.0,0.0
Hello Kitty,Avril Lavigne,,0.0,0.0
Helluva Life,Frankie Ballard,Frankie Ballard,1.0,0.0
Help,Hurts,,0.0,0.0
Help Me Lose My Mind,Disclosure,,0.0,0.0
Hercules,Sara Bareilles,,0.0,0.0
Here Comes the Night Time,Arcade Fire,,0.0,0.0
Here Comes the Night Time II,Arcade Fire,,0.0,0.0
Here It Comes,Emeli Sandé & Rick Smith,,0.0,0.0
Here We Go,Christopher Owens,,0.0,0.0
Here's to Everything (Ooh La La),Misha B,,0.0,0.0
Here's To Never Growing Up,Avril Lavigne,Avril Lavigne,1.0,0.0
Heretic,Avenged Sevenfold,,0.0,0.0
Heroes,Guy Clark,,0.0,0.0
Hey Brother,Avicii,Avicii,1.0,0.0
Hey Girl,Billy Currington,Billy Currington,1.0,0.0
Hey Judas,Black Star Riders,,0.0,0.0
Hey Little Bruiser,Ed Harcourt,,0.0,0.0
Hey Now,Martin Solveig,,0.0,0.0
Hey Porsche,Nelly,,0.0,0.0
Hide,Rudimental,,0.0,0.0
Higgs Boson Blues,Nick Cave & the Bad Seeds,,0.0,0.0
High Above The Ground,DAUGHTRY,,0.0,0.0
High Art,The-Dream,,0.0,0.0
High Castles,Funeral for a Friend,,0.0,0.0
High Hopes,Kodaline,Kodaline,0.0,0.0
High Hopes,Bruce Springsteen,Bruce Springsteen,0.0,0.0
Higher,Baauer,Baauer,0.0,0.0
Higher (Free),All About She,,0.0,0.0
Higher Than The Sun,Peace,,0.0,0.0
Highway Don't Care,Tim McGraw,Tim McGraw With Taylor Swift,1.0,1.0
Hit 'Em Up,Tyga,,0.0,0.0
Hit Da Pavement,7 Days of Funk,,0.0,0.0
Hit Me,Savages,,0.0,0.0
Hit Me More,Scott Stapp,,0.0,0.0
Hit Void,Primal Scream,,0.0,0.0
Hive,Earl Sweatshirt,,0.0,0.0
Hold Back the Night,I Am Kloot,,0.0,0.0
Hold Me,Tom Odell,,0.0,0.0
Hold Me,Yoko Ono,,0.0,0.0
Hold Me Now,Red,,0.0,0.0
Hold My Liquor,Kanye West,,0.0,0.0
Hold On,Pusha T,Pusha T,1.0,0.0
Hold On,Colbie Caillat,Colbie Caillat,1.0,0.0
Hold on Tight,Britney Spears,,0.0,0.0
Hold On To Your Hat,Eels,,0.0,0.0
Hold On We're Going Home,Drake,,0.0,0.0
Hold Tight,Justin Bieber,,0.0,0.0
Holding On For Life,Broken Bells,,0.0,0.0
Holler If You're With Me,Tate Stevens,,0.0,0.0
Hollow,Alice in Chains,Alice in Chains,0.0,0.0
Hollow Bodies,blessthefall,,0.0,0.0
Hollow Talk,Josh Groban,,0.0,0.0
Hollywood,Naughty Boy,,0.0,0.0
Holy Frontman,Frightened Rabbit,,0.0,0.0
Holy Grail,Jay-Z,Jay-Z,0.0,0.0
Home,Restless Heart,Restless Heart,1.0,0.0
Home,Chris Brown,Chris Brown,1.0,0.0
Home,Rudimental,Rudimental,1.0,0.0
Home,Gabrielle Aplin,Gabrielle Aplin,1.0,0.0
Home,Naughty Boy,Naughty Boy,1.0,0.0
Home Again,Elton John,,0.0,0.0
Home For Grave,The Devil Wears Prada,,0.0,0.0
Homemade Traditional Electric Jam,The Bevis Frond,,0.0,0.0
Homesick,Sheryl Crow,Sheryl Crow,0.0,0.0
Honest,Future,Future,1.0,0.0
Honey & I,Haim,,0.0,0.0
Honeymoon Avenue,Ariana Grande,,0.0,0.0
Honor Never Dies,Hatebreed,,0.0,0.0
Hood Pope,A$ap Ferg,,0.0,0.0
Hookah,Tyga,Tyga Featuring Young Thug,1.0,1.0
Hopeful,Josh Ritter,,0.0,0.0
Hosanna,Paul McCartney,,0.0,0.0
Hospital for Souls,Bring Me The Horizon,,0.0,0.0
Hot Nigga,Bobby Shmurda,,0.0,0.0
House on a Hill,Jon Patrick Walker,,0.0,0.0
Housing (in),Frightened Rabbit,,0.0,0.0
How Come You Don't Want Me,Tegan and Sara,,0.0,0.0
How Could I Want More,Jamie Lynn Spears,,0.0,0.0
How Do You Sleep?,Orianthi,Orianthi,0.0,0.0
How Does That Feel?,Orianthi,,0.0,0.0
How Does the Grass Grow?,David Bowie,,0.0,0.0
How I Feel,Flo Rida,Flo Rida,1.0,0.0
How Long Will I Love You,Ellie Goulding,,0.0,0.0
How Long?,How To Destroy Angels,,0.0,0.0
How Mercy Looks From Here,Amy Grant,,0.0,0.0
How You Kill Me,KT Tunstall,,0.0,0.0
Hudson,Vampire Weekend,,0.0,0.0
Human,Christina Perri,Christina Perri,1.0,0.0
Human Sacrifice,Cast of Stephen Ward the Musical,,0.0,0.0
Humiliation,The National,,0.0,0.0
Hung Up,Hot Chelle Rae,,0.0,0.0
Hungry,Airbourne,,0.0,0.0
Hunted,Device,,0.0,0.0
Hunter Of Invisible Game,Bruce Springsteen,,0.0,0.0
Hurricane,MS MR,MS MR,0.0,0.0
Hurricane,Natalie Grant,Natalie Grant,0.0,0.0
Hurricane,Parachute,Parachute,0.0,0.0
Hurt Me Tomorrow,K'NAAN,,0.0,0.0
Hurt You,Toni Braxton and Babyface,,0.0,0.0
Husbands,Savages,,0.0,0.0
"Hush, Hush",Pistol Annies,,0.0,0.0
Hypocrite,Cage the Elephant,,0.0,0.0
I Am a God,Kanye West,,0.0,0.0
I Am Beautiful,Candice Glover,Candice Glover,1.0,0.0
I Am Who Am (Killin' Time),Mac Miller,,0.0,0.0
I Believe,George Strait,,0.0,0.0
I Blame Myself,Sky Ferreira,,0.0,0.0
I Blame You,Ledisi,,0.0,0.0
I Can Just Be Me,Laura Story,,0.0,0.0
I Can't Change The World,Brad Paisley,,0.0,0.0
I Can't Describe (The Way I Feel),Jennifer Hudson,,0.0,0.0
I Can't Outrun You,Thompson Square,,0.0,0.0
I Choose You,Sara Bareilles,Sara Bareilles,1.0,0.0
I Could've Been Your Girl,She & Him,,0.0,0.0
I Couldn't Be Your Friend,Tegan and Sara,,0.0,0.0
I Do It,2 Chainz,,0.0,0.0
I Don't Dance,Lee Brice,Lee Brice,1.0,0.0
I Don't Need a Reason,Dizzee Rascal,,0.0,0.0
I Don't Wanna Be Your Friend,Scotty McCreery,,0.0,0.0
I Don't Want to Go to Bed,Stone Gossard,,0.0,0.0
I Dreamed A Dream,Anne Hathaway,,0.0,0.0
I Feel a Sin Comin' On,Pistol Annies,,0.0,0.0
I Forgive You,Kellie Pickler,,0.0,0.0
I Got A Car,George Strait,George Strait,1.0,0.0
I Got It Easy,Michael Bublé,,0.0,0.0
I Got You,Jack Johnson,Jack Johnson,0.0,0.0
I Had Me A Girl,The Civil Wars,,0.0,0.0
I Hit It First,Ray J,Ray J Featuring Bobby Brackins,1.0,1.0
I Hold On,Dierks Bentley,Dierks Bentley,1.0,0.0
I Hope,Rebecca Ferguson,Rebecca Ferguson,0.0,0.0
I Hope You Find It,Cher,,0.0,0.0
I Hope You Suffer,AFI,,0.0,0.0
I Hope You're the End of My Story,Pistol Annies,,0.0,0.0
I Keep Them On the Floor Beside My Bed,Agnetha Fältskog,,0.0,0.0
I Kill Giants,The Naked and Famous,,0.0,0.0
I Know,Tom Odell,,0.0,0.0
I Lived,OneRepublic,OneRepublic,1.0,0.0
"I Love You Too, Death",MGMT,,0.0,0.0
I Luv This S--t,August Alsina,,0.0,0.0
I Miss Her,Jessie J,,0.0,0.0
I Miss You,The Henningsens,,0.0,0.0
I Need My Girl,The National,,0.0,0.0
I Need Something Different,Stone Gossard,,0.0,0.0
I Saw A Light,The Band Perry,,0.0,0.0
I See Fire,Ed Sheeran,,0.0,0.0
I See You,Luke Bryan,Luke Bryan,1.0,0.0
I Should Have Followed You Home,Agnetha Fältskog,,0.0,0.0
I Should Live in Salt,The National,,0.0,0.0
I Walk Alone,Cher,,0.0,0.0
I Wanna Be a Warhol,Alkaline Trio,,0.0,0.0
I Wanna Be Yours,Arctic Monkeys,,0.0,0.0
I Want Crazy,Hunter Hayes,Hunter Hayes,1.0,0.0
I Want It All,Arctic Monkeys,,0.0,0.0
I Want It All,Karmin,,0.0,0.0
I Want The Heartbeat,Johnny Marr,,0.0,0.0
I Want To Party,SkyBlu,,0.0,0.0
I Was An Eagle,Laura Marling,,0.0,0.0
I Will Be The End Of You,HIM,,0.0,0.0
I Will Fight For You,Steve Kuban,,0.0,0.0
I Will Love You Still,Darius Rucker,,0.0,0.0
I Will Steal You Back,Jimmy Eat World,,0.0,0.0
I Will Survive,Leah McFall,,0.0,0.0
I Wish,Cher Lloyd,,0.0,0.0
I Wish,Sam Adams,,0.0,0.0
I Wish I Could Break Your Heart,Cassadee Pope,,0.0,0.0
I Wish I Still Smoked Cigarettes,Ronnie Dunn,,0.0,0.0
I Won't Let Go,Jay Nash,,0.0,0.0
I Would,Justin Bieber,,0.0,0.0
I'd Rather Be High,David Bowie,,0.0,0.0
I'd Rather Have a Love,Joe,,0.0,0.0
I'd Want It To Be Yours,Justin Moore,,0.0,0.0
I'll Fight,DAUGHTRY,,0.0,0.0
I'll Probably Be Out Fishin',Toby Keith,,0.0,0.0
I'll Take You There,David Bowie,,0.0,0.0
"I'm A Feminist, You're Still A Whore",Kate Nash,,0.0,0.0
I'm a Keeper,The Band Perry,,0.0,0.0
I'm a Rider (Finally Home),Blue Sky Riders,,0.0,0.0
I'm Alive (Life Sounds Like),Michael Franti & Spearhead,,0.0,0.0
I'm Already Gone,A Day to Remember,,0.0,0.0
I'm Aquarius,Metronomy,,0.0,0.0
I'm In It,Kanye West,,0.0,0.0
I'm Not Your Hero,Tegan and Sara,,0.0,0.0
I'm Out,Ciara,Ciara Featuring Nicki Minaj,1.0,1.0
I'm Ready,AJR,AJR,1.0,0.0
I've Got Soul,Hanson,,0.0,0.0
I've Told You Now,Sam Smith,,0.0,0.0
I. crawl,Childish Gambino,,0.0,0.0
I. M. Sin,Five Finger Death Punch,,0.0,0.0
Ice On The Dune,Empire of the Sun,,0.0,0.0
Idolized And Vilified,Hatebreed,,0.0,0.0
If,Glasvegas,,0.0,0.0
If I Could Change Your Mind,Haim,,0.0,0.0
If I Had A Tail,Queens of the Stone Age,,0.0,0.0
If I Lose Myself,OneRepublic,OneRepublic,1.0,0.0
If Not Me,Craig Morgan,,0.0,0.0
If Only Avenue,Ron Sexsmith,,0.0,0.0
If We Had Your Eyes,Michelle Williams,,0.0,0.0
If We Only,Red,,0.0,0.0
If You Can See Me,David Bowie,,0.0,0.0
If You Think You Know Me,Orianthi,,0.0,0.0
If You Wait,London Grammar,,0.0,0.0
If You Want Some,Joel Crouse,,0.0,0.0
If You Were Here With Me,Orianthi,,0.0,0.0
If You Were In Love,Boston,,0.0,0.0
IJSW,Anberlin,,0.0,0.0
Illumination Theory,Dream Theater,,0.0,0.0
Imagine It Was Us,Jessie Ware,,0.0,0.0
Immortal,Kid Cudi,Kid Cudi,0.0,0.0
Impossible,Ryan Star,,0.0,0.0
In a Minute,Thomas Rhett,,0.0,0.0
In a World Like This,Backstreet Boys,,0.0,0.0
In Due Time,Killswitch Engage,,0.0,0.0
In Heart,The Devil Wears Prada,,0.0,0.0
In Hell Is Where She Waits For Me,The Black Dahlia Murder,,0.0,0.0
In The End,Black Veil Brides,,0.0,0.0
In Two,Nine Inch Nails,,0.0,0.0
In Your Arms Again,Josh Ritter,,0.0,0.0
In Your Arms Awhile,Josh Ritter,,0.0,0.0
Incredible,Celine Dion,,0.0,0.0
Indian Summer,Stereophonics,,0.0,0.0
Indie Cindy,Pixies,,0.0,0.0
Infalliable,Pearl Jam,,0.0,0.0
Insecurity,Jason Dunn,,0.0,0.0
Inside A Dream,Pet Shop Boys,,0.0,0.0
Instant Crush,Daft Punk,,0.0,0.0
Interlude: I'm Not Angry Anymore,Paramore,,0.0,0.0
International Smile,Katy Perry,,0.0,0.0
Into The Night,HIM,,0.0,0.0
Into The Past,Nero,,0.0,0.0
Introspection,MGMT,,0.0,0.0
Invisible Empire,KT Tunstall,,0.0,0.0
Irish Boy,Patty Griffin,,0.0,0.0
Irrelevant Walls And Computer Screens,Philip H. Anselmo and the Illegals,,0.0,0.0
Is There Somebody Who Can Watch You,The 1975,,0.0,0.0
Islands,Sara Bareilles,,0.0,0.0
It Ain't Pretty,Lady A,,0.0,0.0
It Ain't The Whiskey,Gary Allan,,0.0,0.0
It Doesn't Matter to Him,John Grant,,0.0,0.0
It Is What It Is,Kacey Musgraves,,0.0,0.0
It Should Be Easy,Britney Spears,,0.0,0.0
It Starts And Ends With You,Suede,,0.0,0.0
It Takes Two,Katy Perry,,0.0,0.0
It Was My Season,Okkervil River,,0.0,0.0
It Won't Stop,Sevyn Streeter,Sevyn Streeter Featuring Chris Brown,1.0,1.0
It's A Beautiful Day,Michael Bublé,,0.0,0.0
It's About Time,Young the Giant,,0.0,0.0
"It's Alright, It's OK",Primal Scream,,0.0,0.0
It's Just Forever,Cage the Elephant,,0.0,0.0
It's Just You,Filter,,0.0,0.0
It's My Party,Jessie J,,0.0,0.0
It's Never Over (Oh Orpheus),Arcade Fire,,0.0,0.0
It's Over,Rod Stewart,,0.0,0.0
It's That Time of Day,Kenny Chesney,,0.0,0.0
It's Time,Big Sean,Big Sean,0.0,0.0
It's Your World,Tim McGraw,,0.0,0.0
IV Play,The-Dream,,0.0,0.0
Iz Rite,Beady Eye,,0.0,0.0
Jack,Breach,,0.0,0.0
January,Disclosure,,0.0,0.0
Jay-Z Blue,Jay-Z,,0.0,0.0
Jealous,Beyoncé,Beyoncé,1.0,0.0
Jesus Was A RockStar,Scott Stapp,,0.0,0.0
Jesus Wept,Mavis Staples,,0.0,0.0
Jewels n' Drugs,Lady Gaga,,0.0,0.0
Jimmy Collins Wake,Dropkick Murphys,,0.0,0.0
Joan Of Arc,Arcade Fire,,0.0,0.0
Jock The Singing Welder,Sting,,0.0,0.0
Jodeci Freestyle,Drake,,0.0,0.0
Jodi Arias Rap,Howard Baer,,0.0,0.0
Jodi Arias Song,Poppy & the Usual Suspects,,0.0,0.0
John Doe,B.o.B,B.o.B Featuring Priscilla,1.0,1.0
Johnny Bagga' Donuts,Palma Violets,,0.0,0.0
Johnson Blvd,Amos Lee,,0.0,0.0
Joy to You Baby,Josh Ritter,,0.0,0.0
Jubel,Klingande,,0.0,0.0
Jubilee Street,Nick Cave & the Bad Seeds,,0.0,0.0
"Judge, Jury and Executioner",Atoms For Peace,,0.0,0.0
Juliet,Lawson,,0.0,0.0
Jump Hi,Lion Babe,,0.0,0.0
Just a Girl,Brandon Heath,,0.0,0.0
Just A Girl Like You,LeAnn Rimes,,0.0,0.0
Just Another Girl,The Killers,,0.0,0.0
Just Another Night,Icona Pop,,0.0,0.0
Just For Now,Kelly Clarkson,,0.0,0.0
Just Keep Breathing,We the Kings,,0.0,0.0
Just One Yesterday,Fall Out Boy,,0.0,0.0
Just the Rain,Lonestar,,0.0,0.0
K Hole,Sea Power,,0.0,0.0
K.C.S.,Soulfly,,0.0,0.0
Kalopsia,Queens of the Stone Age,,0.0,0.0
Karate,Brad Paisley,,0.0,0.0
Karate Chop,Future,,0.0,0.0
Keep A Watch,Empire of the Sun,,0.0,0.0
Keep Her on the Low,Mindless Behavior,,0.0,0.0
Keep It To Yourself,Kacey Musgraves,,0.0,0.0
Keep Them Kisses Comin',Craig Campbell,Craig Campbell,1.0,0.0
Keep Your Eyes Peeled,Queens of the Stone Age,,0.0,0.0
Kemosabe,Everything Everything,,0.0,0.0
Kids,Mikky Ekko,,0.0,0.0
Kinda Fuzzy,Eels,,0.0,0.0
King of the Junkies,Stone Gossard,,0.0,0.0
King Of The Underdogs,Newsted,,0.0,0.0
King Push,Pusha T,,0.0,0.0
Kingmaker,Megadeth,,0.0,0.0
Kingpin,Jake Bugg,,0.0,0.0
Kiss Land,The Weeknd,,0.0,0.0
Kiss You There,Ronnie Dunn,,0.0,0.0
Kisses Down Low,Kelly Rowland,Kelly Rowland,1.0,0.0
Kissing The Machine,OMD,,0.0,0.0
Kitchen Table,Jake Bugg,,0.0,0.0
Knee Deep In My Heart,Shane Filan,,0.0,0.0
Knee Socks,Arctic Monkeys,,0.0,0.0
Knockdown Dragout,Sammy Hagar,,0.0,0.0
Know Bout Me,Timbaland,,0.0,0.0
Know Til Now,Jim James,,0.0,0.0
Kolors,Goodie Mob,,0.0,0.0
Kush Coma,Danny Brown,,0.0,0.0
Kveikur,Sigur Rós,,0.0,0.0
L.A. Story,Sammy Adams,,0.0,0.0
La Familia,Jay-Z,,0.0,0.0
La La La,Naughty Boy,Naughty Boy Featuring Sam Smith,1.0,1.0
Lab Monkey,Alice in Chains,,0.0,0.0
Lady Black,Sons Of The Sea,,0.0,0.0
Lance Jr,Courtney Barnett,,0.0,0.0
LAnd of the Snakes,J. Cole,,0.0,0.0
Lantern,Birds of Tokyo,,0.0,0.0
Last Day Of School,Boston,,0.0,0.0
Last Hope,Paramore,,0.0,0.0
Last Living Cowboy,Toby Keith,,0.0,0.0
"Late March, Death March",Frightened Rabbit,,0.0,0.0
Late Night,Foals,,0.0,0.0
Later On,The Swon Brothers,The Swon Brothers,1.0,0.0
Later...When The TV Turns To Static,Glasvegas,,0.0,0.0
Laurel,Goldfrapp,,0.0,0.0
Lay Down Your Weapons,K. Koke,,0.0,0.0
Lay It Down,Lil Wayne,,0.0,0.0
Lay Low,Blake Shelton,,0.0,0.0
Lay Me Down,Avicii,Avicii,0.0,0.0
Le Pingouin,Carla Bruni,,0.0,0.0
Lean,The National,,0.0,0.0
Learn To Dance,Andrew McMahon,,0.0,0.0
Leather Jacket Love Song,The Cribs,,0.0,0.0
Leaves Of Golden Brown,Harper Simon,,0.0,0.0
Leavin' the Light On,Darius Rucker,,0.0,0.0
Leaving,Fight Or Flight,,0.0,0.0
Legacy,Nicky Romero vs Krewella,,0.0,0.0
Legacy,Eminem,,0.0,0.0
Legacy,Stryper,,0.0,0.0
Legendary Lovers,Katy Perry,,0.0,0.0
Lessons,SOHN,,0.0,0.0
Let It Feel Good (My Eagles),White Denim,,0.0,0.0
Let It Go,Idina Menzel,Idina Menzel,1.0,0.0
Let Legend Mark Me as the King,Christopher Lee,,0.0,0.0
Let Me Go,Gary Barlow,Gary Barlow,1.0,0.0
Let Me Go,Avril Lavigne,Avril Lavigne Featuring Chad Kroeger,1.0,1.0
Let Me Love It Out of You,Tim McGraw,,0.0,0.0
Let Me Move You,Jimi Hendrix,,0.0,0.0
Let Nas Down,J. Cole,,0.0,0.0
Let The Bass Go,Snoop Dogg,,0.0,0.0
Let The Groove Get In,Justin Timberlake,,0.0,0.0
Let Them See You,Colton Dixon,,0.0,0.0
Let's Go,will.i.am,will.i.am,0.0,0.0
Let's Go There,Brothers Osborne,,0.0,0.0
Lettin' The Night Roll,Justin Moore,Justin Moore,1.0,0.0
Levitate,Hadouken!,Hadouken!,1.0,0.0
Lie To Me,Cher,,0.0,0.0
Life Is Hard,Edward Sharpe & the Magnetic Zeros,,0.0,0.0
Life Of Misery,Drowning Pool,,0.0,0.0
Life of the Party,Jake Owen,,0.0,0.0
Life on a Rock,Kenny Chesney,,0.0,0.0
Lifetime,Noah and the Whale,,0.0,0.0
Lift Me Up,Five Finger Death Punch,,0.0,0.0
Lifted,Naughty Boy,,0.0,0.0
Light Me Up,Birdy,,0.0,0.0
Lighters (The One),Gabz,,0.0,0.0
Lighthouse,Lucy Spraggan,,0.0,0.0
Lightning Bolt,Pearl Jam,,0.0,0.0
Lights,Josh Ritter,Josh Ritter,0.0,0.0
Lights On,Wiley,,0.0,0.0
Like A Champion,Selena Gomez,,0.0,0.0
Like a Cowboy,Randy Houser,,0.0,0.0
Like a Drum,Guy Sebastian,,0.0,0.0
Like a Rocket Man,David Bowie,,0.0,0.0
Like A Rose,Ashley Monroe,,0.0,0.0
Like I'm Apart,A$AP Rocky,,0.0,0.0
Like The Morning Dew,Laura Mvula,,0.0,0.0
Lil Snupe Intro,Lil Snupe,,0.0,0.0
Line Of Fire,Junip,,0.0,0.0
Lion,Hollywood Undead,,0.0,0.0
Little Bit Gypsy,Kellie Pickler,,0.0,0.0
Little Bit Of Everything,Keith Urban,Keith Urban,1.0,0.0
Little Black Dress,Sara Bareilles,,0.0,0.0
Little Black Dress,One Direction,,0.0,0.0
Little Boy Blue (Your Daddy's Gone),Yoko Ono,,0.0,0.0
Little Green Amp,Dave Davies,,0.0,0.0
Little Hospitals,Biffy Clyro,,0.0,0.0
Little Me,Little Mix,,0.0,0.0
Little Miss Tear Stain,Toby Keith,,0.0,0.0
Little Space,The Limousines,,0.0,0.0
Little Umbrellas,Sarah Darling,,0.0,0.0
Little Victories,Blue Sky Riders,,0.0,0.0
Little White Lies,One Direction,,0.0,0.0
Live and Learn (I Will),2 Chainz,,0.0,0.0
"Live Fast, Die Beautiful",Escape the Fate,,0.0,0.0
Live For,The Weeknd,,0.0,0.0
Live For You,LL Cool J,,0.0,0.0
Live It Up,Jennifer Lopez,Jennifer Lopez Featuring Pitbull,1.0,1.0
Live It Up,Airbourne,Airbourne,0.0,0.0
Live Your Life,Mika,,0.0,0.0
Lived a Lie,You Me at Six,,0.0,0.0
Livin Life (On The Edge of A Knife),Bullet For My Valentine,,0.0,0.0
Livin' It Up,Ciara,,0.0,0.0
Living In The Eye Of The Storm,Trapt,,0.0,0.0
Lock You Up,Charli XCX,,0.0,0.0
Lockdown,Johnny Marr,,0.0,0.0
Loco,Enrique Iglesias,,0.0,0.0
Lola Montez,Volbeat,,0.0,0.0
Lolly,Maejor Ali,Maejor Ali Featuring Juicy J & Justin Bieber,1.0,1.0
Lonely Eyes,Chris Young,Chris Young,1.0,0.0
Lonely Girl,Tonight Alive,,0.0,0.0
Lonely Planet,Dorians,,0.0,0.0
Lonesome Rider,Volbeat,,0.0,0.0
Long Hard Road,Alan Jackson,,0.0,0.0
Long Live Rock & Roll,DAUGHTRY,,0.0,0.0
Long Teenage Goodbye,Lady A,,0.0,0.0
Long Time Lie,Depeche Mode,,0.0,0.0
Long Way Down,Tom Odell,,0.0,0.0
Long Way To Go,Andrew Stockdale,,0.0,0.0
Look Right Through,Storm Queen,,0.0,0.0
Look...The Sun Is Rising,The Flaming Lips,,0.0,0.0
Looking Down the Barrel,Tinie Tempah,,0.0,0.0
Lord Help Me,Rachel Holder,,0.0,0.0
Lose To Win,Fantasia,,0.0,0.0
Lose Yourself,Black Rebel Motorcycle Club,,0.0,0.0
Lose Yourself to Dance,Daft Punk,,0.0,0.0
Losing Days,Frank Turner,,0.0,0.0
Losing Ground,Newton Faulkner,,0.0,0.0
Losing Sleep,John Newman,John Newman,0.0,0.0
Lost & Not Found,Chase & Status,,0.0,0.0
Lost Generation,Rizzle Kicks,,0.0,0.0
Lost Ones,Tinie Tempah,,0.0,0.0
Love & Meth,Korn,,0.0,0.0
Love 2 Dislike Me,Tech N9ne,,0.0,0.0
Love Alone Is Worth The Fight,Switchfoot,,0.0,0.0
Love Cards,Devlin,,0.0,0.0
Love Don't Die,The Fray,The Fray,1.0,0.0
Love Game,Eminem,,0.0,0.0
Love Got Away,Boston,,0.0,0.0
Love Has Come for Me,Colton Dixon,,0.0,0.0
Love in the Future (Intro),John Legend,,0.0,0.0
Love Is A Bourgeois Construct,Pet Shop Boys,,0.0,0.0
Love Is A Silent Thief,Katie Melua,,0.0,0.0
Love Is Everything,George Strait,,0.0,0.0
Love Is Everything,Ariana Grande,,0.0,0.0
Love is Lost,David Bowie,,0.0,0.0
Love Is On The Radio,McFly,,0.0,0.0
Love is the Answer,Aloe Blacc,,0.0,0.0
Love Is To Die,Warpaint,,0.0,0.0
Love Is War,Hillsong United,,0.0,0.0
Love Like This,Kodaline,,0.0,0.0
Love Locked Out,Lawson,,0.0,0.0
Love Me,Lil Wayne,Lil Wayne Featuring Drake & Future,1.0,1.0
Love Me,Katy Perry,Katy Perry,1.0,0.0
Love Me Again,John Newman,John Newman,1.0,0.0
Love Money Party,Miley Cyrus,,0.0,0.0
Love More,Chris Brown,Chris Brown Featuring Nicki Minaj,1.0,1.0
Love Of My Life,Anna Calvi,,0.0,0.0
Love Or Money,Kristian Bush,,0.0,0.0
Love Sick,Sleigh Bells,,0.0,0.0
Love Somebody,Backstreet Boys,Backstreet Boys,0.0,0.0
Love Take Me Over,Steven Curtis Chapman,,0.0,0.0
Love They Say,Tegan and Sara,,0.0,0.0
Love Will Remember,Selena Gomez,,0.0,0.0
Love You Forever,Zendaya,,0.0,0.0
Loved By a Workin' Man,Pistol Annies,,0.0,0.0
Loved Me Back To Life,Celine Dion,,0.0,0.0
LoveHate Thing,Wale,Wale Featuring Sam Dew,1.0,1.0
Lover Not a Fighter,Tinie Tempah,,0.0,0.0
Lovers Forever,Cher,,0.0,0.0
Lovesick,Peace,,0.0,0.0
Loving You,Matt Cardle,,0.0,0.0
Loving You Is Easy,Union J,,0.0,0.0
