"","LHS","RHS","support","confidence","coverage","lift","count"
"2574","{ain't,cause,know,time}","{every}",0.06282722513089,0.857142857142857,0.0732984293193717,3.41071428571429,12
"722","{call,like,never}","{ain't}",0.06282722513089,1,0.06282722513089,3.29310344827586,12
"3954","{know,life,like,time,yeah}","{want}",0.06282722513089,1,0.06282722513089,3.29310344827586,12
"4242","{know,make,never,wanna,yeah}","{want}",0.0680628272251309,1,0.0680628272251309,3.29310344827586,13
"3191","{just,never,wanna,yeah}","{want}",0.0732984293193717,0.933333333333333,0.0785340314136126,3.07356321839081,14
"3091","{love,need,time,yeah}","{want}",0.0680628272251309,0.928571428571429,0.0732984293193717,3.05788177339901,13
"3176","{make,never,wanna,yeah}","{want}",0.0680628272251309,0.928571428571429,0.0732984293193717,3.05788177339901,13
"3959","{know,life,love,time,yeah}","{want}",0.0680628272251309,0.928571428571429,0.0732984293193717,3.05788177339901,13
"4174","{know,love,need,time,yeah}","{want}",0.0680628272251309,0.928571428571429,0.0732984293193717,3.05788177339901,13
"4256","{just,know,never,wanna,yeah}","{want}",0.0680628272251309,0.928571428571429,0.0732984293193717,3.05788177339901,13
"3949","{just,know,life,time,yeah}","{want}",0.06282722513089,0.923076923076923,0.0680628272251309,3.03978779840849,12
"3997","{every,just,love,time,yeah}","{want}",0.06282722513089,0.923076923076923,0.0680628272251309,3.03978779840849,12
"4144","{know,love,never,take,yeah}","{want}",0.06282722513089,0.923076923076923,0.0680628272251309,3.03978779840849,12
"4642","{every,just,know,love,time,yeah}","{want}",0.06282722513089,0.923076923076923,0.0680628272251309,3.03978779840849,12
"2172","{cause,know,love,stay}","{heart}",0.06282722513089,0.857142857142857,0.0732984293193717,2.97662337662338,12
