"","LHS","RHS","support","confidence","coverage","lift","count"
"3","{beat}","{love}",0.06282722513089,1,0.06282722513089,1.66086956521739,12
"8","{hair}","{love}",0.06282722513089,1,0.06282722513089,1.66086956521739,12
"10","{first}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"17","{days}","{just}",0.06282722513089,1,0.06282722513089,1.80188679245283,12
"20","{arms}","{know}",0.0785340314136126,1,0.0785340314136126,1.42537313432836,15
"26","{found}","{know}",0.0785340314136126,1,0.0785340314136126,1.42537313432836,15
"42","{crazy}","{know}",0.0942408376963351,1,0.0942408376963351,1.42537313432836,18
"43","{hope}","{know}",0.0785340314136126,1,0.0785340314136126,1.42537313432836,15
"59","{used}","{know}",0.0890052356020942,1,0.0890052356020942,1.42537313432836,17
"75","{arms,love}","{know}",0.06282722513089,1,0.06282722513089,1.42537313432836,12
"81","{found,love}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"95","{baby,crazy}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"96","{crazy,yeah}","{know}",0.06282722513089,1,0.06282722513089,1.42537313432836,12
"97","{crazy,just}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"98","{crazy,like}","{love}",0.0680628272251309,1,0.0680628272251309,1.66086956521739,13
