"","LHS","RHS","support","confidence","coverage","lift","count"
"1","{easy}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"2","{fell}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"3","{beat}","{love}",0.06282722513089,1,0.06282722513089,1.66086956521739,12
"4","{door}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"5","{knew}","{cause}",0.06282722513089,0.857142857142857,0.0732984293193717,1.83948635634029,12
"6","{knew}","{just}",0.06282722513089,0.857142857142857,0.0732984293193717,1.544474393531,12
"7","{knew}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"8","{hair}","{love}",0.06282722513089,1,0.06282722513089,1.66086956521739,12
"9","{sure}","{yeah}",0.0732984293193717,0.875,0.0837696335078534,1.67125,14
"10","{first}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"11","{forever}","{never}",0.06282722513089,0.857142857142857,0.0732984293193717,2.07233273056058,12
"12","{forever}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"13","{forever}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"14","{lookin}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"15","{please}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"16","{trust}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"17","{days}","{just}",0.06282722513089,1,0.06282722513089,1.80188679245283,12
"18","{someone}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"19","{second}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"20","{arms}","{know}",0.0785340314136126,1,0.0785340314136126,1.42537313432836,15
"21","{bout}","{just}",0.0785340314136126,0.882352941176471,0.0890052356020942,1.58990011098779,15
"22","{bout}","{know}",0.0785340314136126,0.882352941176471,0.0890052356020942,1.25768217734855,15
"23","{stars}","{yeah}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.65533333333333,13
"24","{stars}","{love}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.43942028985507,13
"25","{found}","{love}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.43942028985507,13
"26","{found}","{know}",0.0785340314136126,1,0.0785340314136126,1.42537313432836,15
"27","{going}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"28","{going}","{know}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.32356076759062,13
"29","{smile}","{love}",0.0785340314136126,0.882352941176471,0.0890052356020942,1.46547314578005,15
"30","{fall}","{know}",0.0785340314136126,0.9375,0.0837696335078534,1.33628731343284,15
"31","{money}","{like}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.59166666666667,13
"32","{money}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"33","{hate}","{love}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.43942028985507,13
"34","{hate}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"35","{inside}","{know}",0.0785340314136126,0.882352941176471,0.0890052356020942,1.25768217734855,15
"36","{told}","{love}",0.0732984293193717,0.875,0.0837696335078534,1.45326086956522,14
"37","{told}","{know}",0.0785340314136126,0.9375,0.0837696335078534,1.33628731343284,15
"38","{perfect}","{like}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.59166666666667,13
"39","{perfect}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"40","{hear}","{know}",0.0732984293193717,0.875,0.0837696335078534,1.24720149253731,14
"41","{times}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"42","{crazy}","{know}",0.0942408376963351,1,0.0942408376963351,1.42537313432836,18
"43","{hope}","{know}",0.0785340314136126,1,0.0785340314136126,1.42537313432836,15
"44","{mine}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"45","{might}","{know}",0.0785340314136126,0.882352941176471,0.0890052356020942,1.25768217734855,15
"46","{side}","{time}",0.0837696335078534,0.888888888888889,0.0942408376963351,1.99738562091503,16
"47","{song}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"48","{sing}","{know}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.23532338308458,13
"49","{together}","{love}",0.0837696335078534,0.941176470588235,0.0890052356020943,1.56317135549872,16
"50","{together}","{know}",0.0785340314136126,0.882352941176471,0.0890052356020942,1.25768217734855,15
"51","{drink}","{just}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.67318059299191,13
"52","{drink}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"53","{maybe}","{know}",0.0890052356020942,0.85,0.104712041884817,1.2115671641791,17
"54","{next}","{know}",0.0837696335078534,0.888888888888889,0.0942408376963351,1.26699834162521,16
"55","{talk}","{know}",0.0890052356020942,0.85,0.104712041884817,1.2115671641791,17
"56","{something}","{know}",0.104712041884817,0.869565217391304,0.120418848167539,1.23945489941596,20
"57","{enough}","{love}",0.0994764397905759,0.95,0.104712041884817,1.57782608695652,19
"58","{lost}","{know}",0.0890052356020942,0.894736842105263,0.0994764397905759,1.27533385703064,17
"59","{used}","{know}",0.0890052356020942,1,0.0890052356020942,1.42537313432836,17
"60","{already}","{know}",0.0837696335078534,0.888888888888889,0.0942408376963351,1.26699834162521,16
"61","{face}","{love}",0.0890052356020942,0.894736842105263,0.0994764397905759,1.48604118993135,17
"62","{guess}","{love}",0.0942408376963351,0.857142857142857,0.109947643979058,1.42360248447205,18
"63","{name}","{know}",0.104712041884817,0.869565217391304,0.120418848167539,1.23945489941596,20
"64","{remember}","{know}",0.0994764397905759,0.904761904761905,0.109947643979058,1.28962331201137,19
"65","{everything}","{know}",0.130890052356021,0.961538461538462,0.136125654450262,1.37055109070034,25
"66","{always}","{know}",0.120418848167539,0.884615384615385,0.136125654450262,1.26090700344432,23
"67","{people}","{just}",0.115183246073298,0.88,0.130890052356021,1.58566037735849,22
"68","{well}","{know}",0.120418848167539,0.884615384615385,0.136125654450262,1.26090700344432,23
"69","{good}","{know}",0.141361256544503,0.931034482758621,0.151832460732984,1.32707153885744,27
"70","{find}","{know}",0.130890052356021,0.862068965517241,0.151832460732984,1.22876994338652,25
"71","{still}","{know}",0.183246073298429,0.921052631578947,0.198952879581152,1.31284367635507,35
"72","{every}","{know}",0.219895287958115,0.875,0.25130890052356,1.24720149253731,42
"73","{heart}","{know}",0.246073298429319,0.854545454545454,0.287958115183246,1.21804613297151,47
"74","{need}","{know}",0.272251308900524,0.852459016393443,0.319371727748691,1.21507218008319,52
"75","{arms,love}","{know}",0.06282722513089,1,0.06282722513089,1.42537313432836,12
"76","{bout,just}","{like}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.59166666666667,13
"77","{bout,like}","{just}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.67318059299191,13
"78","{bout,just}","{know}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.33034825870647,14
"79","{bout,know}","{just}",0.0732984293193717,0.933333333333333,0.0785340314136126,1.68176100628931,14
"80","{bout,like}","{know}",0.06282722513089,0.857142857142857,0.0732984293193717,1.22174840085288,12
"81","{found,love}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"82","{found,know}","{love}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.43942028985507,13
"83","{smile,yeah}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"84","{just,smile}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"85","{know,smile}","{love}",0.06282722513089,0.923076923076923,0.0680628272251309,1.53311036789298,12
"86","{fall,love}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"87","{lose,yeah}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"88","{know,lose}","{yeah}",0.06282722513089,0.923076923076923,0.0680628272251309,1.76307692307692,12
"89","{love,told}","{know}",0.0680628272251309,0.928571428571429,0.0732984293193717,1.32356076759062,13
"90","{know,told}","{love}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.43942028985507,13
"91","{like,perfect}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"92","{know,perfect}","{like}",0.06282722513089,0.857142857142857,0.0732984293193717,1.57417582417582,12
"93","{hear,love}","{know}",0.06282722513089,0.923076923076923,0.0680628272251309,1.31572904707233,12
"94","{hear,know}","{love}",0.06282722513089,0.857142857142857,0.0732984293193717,1.42360248447205,12
"95","{baby,crazy}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"96","{crazy,yeah}","{know}",0.06282722513089,1,0.06282722513089,1.42537313432836,12
"97","{crazy,just}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"98","{crazy,like}","{love}",0.0680628272251309,1,0.0680628272251309,1.66086956521739,13
"99","{crazy,love}","{like}",0.0680628272251309,0.866666666666667,0.0785340314136126,1.59166666666667,13
"100","{crazy,like}","{know}",0.0680628272251309,1,0.0680628272251309,1.42537313432836,13
"101","{crazy,love}","{know}",0.0785340314136126,1,0.0785340314136126,1.42537313432836,15
"102","{cause,live}","{just}",0.06282722513089,0.857142857142857,0.0732984293193717,1.544474393531,12
"103","{just,live}","{cause}",0.06282722513089,0.857142857142857,0.0732984293193717,1.83948635634029,12
